CODIGO_ESTABLECIMIENTO,NOM_ESTAB,Dirección,Nom_depa,Nom_muni,SECTOR,AREA,PLAN,JORNADA,Evaluados_Nacional_2013,SEXO_Mujer_Cantidad_Nacional_2013,SEXO_Hombre_Cantidad_Nacional_2013,SEXO_Mujer_Porcentaje_Nacional_2013,SEXO_Hombre_Porcentaje_Nacional_2013,PLAN_DIARIO_Cantidad_Nacional_2013,PLAN_SABATINO_Cantidad_Nacional_2013,PLAN_DOMINICAL_Cantidad_Nacional_2013,PLAN_FIN_SEMANA_Cantidad_Nacional_2013,PLAN_A_DISTANCIA_Cantidad_Nacional_2013,LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_INSATIS_Porcentaje_Nacional_2013,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,NO_LOGRO_MATE_NAC_2013,DESEMPEÑO_MATE_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_INSATIS_Porcentaje_Nacional_2013,Cantidad_Evaluados_Establecimiento_2013,LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,NO_LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_LEC_2013,LOGRO_NACIONAL_LECT_PORCENTAJE_2013,LOGRO_LECTURA_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_LECTURA_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Departamental_2013,NO_LOGRO_LECTURA_Municipal_2013,LIBROS_LEE_PARA_INFORME_2_o_MENOS_2013,LIBROS_LEE_PARA_INFORME_3_a_6a_2013,LIBROS_LEE_PARA_INFORME_más_de_6a_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_MATE_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_MATE,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_MATEMÁTICAS_Porcentaje_Nacional_2013,NO_LOGRO_MATEMÁTICAS_Departamental_2013,NO_LOGRO_MATEMÁTICAS_Municipal_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2009,LOGRO_LECTURA_ESTABLECIMIENTO_2006,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2009,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2006,MODELOS_DE_CALIDAD_SECTOR_OFICIAL
11-01-1330-45,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,8A. CALLE A 7-44 Y 9AV. ESQUINA ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,29.00,6.90,93.10,3.45,3.45,20.69,72.41,1.00,14.58,8.12,12.90,85.42,91.88,87.10,89.66,10.34,0.00,20.69,79.31,0.00,20.69,17.24,62.07,2.00,18.35,16.39,17.90,81.65,83.61,82.10,18.18,25.00,18.18,0.00,
11-01-1331-45,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL (POR MADUREZ),8A. CALLE A 7-44 Y 9AV. ESQUINA ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,49.00,10.20,89.80,0.00,10.20,24.49,65.31,1.00,14.58,8.12,12.90,85.42,91.88,87.10,71.43,26.53,2.04,10.20,89.80,0.00,10.20,12.24,77.55,1.00,18.35,16.39,17.90,81.65,83.61,82.10,0.00,0.00,0.00,66.67,
11-01-1352-45,IEBC DE ENSEÑANZA,COMUNIDAD SAN JOSE LAS DELICIAS,Retalhuleu,RETALHULEU,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,21.00,4.76,95.24,0.00,4.76,52.38,42.86,0.00,14.58,8.12,12.90,85.42,91.88,87.10,90.48,9.52,0.00,9.52,90.48,0.00,9.52,33.33,57.14,1.00,18.35,16.39,17.90,81.65,83.61,82.10,20.00,25.00,12.00,25.00,
11-01-1370-45,IEBC,ALDEA LA TORTUGA,Retalhuleu,RETALHULEU,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,33.00,0.00,100.00,0.00,0.00,39.39,60.61,0.00,14.58,8.12,12.90,85.42,91.88,87.10,63.64,27.27,9.09,6.06,93.94,0.00,6.06,39.39,54.55,1.00,18.35,16.39,17.90,81.65,83.61,82.10,9.68,9.09,22.58,13.64,
11-01-1398-45,COLEGIO MIXTO ISIDRO TARACENA,"4A. AVENIDA 3-58, ZONA 1",Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,23.00,4.35,95.65,0.00,4.35,13.04,82.61,0.00,14.58,8.12,12.90,85.42,91.88,87.10,39.13,56.52,4.35,8.70,91.30,0.00,8.70,4.35,86.96,1.00,18.35,16.39,17.90,81.65,83.61,82.10,11.76,26.32,11.76,15.00,
11-01-1400-45,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,4A. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,34.00,23.53,76.47,5.88,17.65,47.06,29.41,2.00,14.58,8.12,12.90,85.42,91.88,87.10,85.29,11.76,2.94,44.12,55.88,5.88,38.24,23.53,32.35,4.00,18.35,16.39,17.90,81.65,83.61,82.10,40.00,33.33,45.00,30.00,
11-01-1401-45,INSTITUTO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR,3A. CALLE 6-49 ZONA 4,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,66.00,10.61,89.39,3.03,7.58,22.73,66.67,1.00,14.58,8.12,12.90,85.42,91.88,87.10,81.82,15.15,3.03,16.67,83.33,0.00,16.67,19.70,63.64,2.00,18.35,16.39,17.90,81.65,83.61,82.10,10.71,25.00,12.50,30.77,
11-01-1420-45,COLEGIO MIXTO LICEO RETALTECO,3A. AV. 6-49 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,2.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,100.00,0.00,0.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-1423-45,COLEGIO MIXTO LAVAGNIÑO,5A. CALLE 'A' 4-31 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,13.00,53.85,46.15,23.08,30.77,15.38,30.77,5.00,14.58,8.12,12.90,85.42,91.88,87.10,53.85,30.77,15.38,30.77,69.23,0.00,30.77,46.15,23.08,3.00,18.35,16.39,17.90,81.65,83.61,82.10,16.67,40.00,0.00,27.78,
11-01-1473-45,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED N. 354,CANTON PERU,Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,0.00,100.00,0.00,0.00,40.00,60.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,76.47,23.53,0.00,17.65,82.35,0.00,17.65,29.41,52.94,2.00,18.35,16.39,17.90,81.65,83.61,82.10,4.76,N/D,9.52,N/D,NUFED
11-01-1480-45,INSTITUTO MUNICIPAL MIXTO DE EDUCACION BASICA,CANTON VAQUILITO,Retalhuleu,RETALHULEU,MUNICIPAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,25.00,8.00,92.00,0.00,8.00,16.00,76.00,1.00,14.58,8.12,12.90,85.42,91.88,87.10,60.00,40.00,0.00,0.00,100.00,0.00,0.00,40.00,60.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,5.56,0.00,5.56,0.00,
11-01-1481-45,COLEGIO PRIVADO URBANO MIXTO MONTERREY,4A. CALLE 10-39 ZONA 4 RESIDENCIALES ANA LUCIA,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,41.00,4.88,95.12,2.44,2.44,41.46,53.66,0.00,14.58,8.12,12.90,85.42,91.88,87.10,19.51,78.05,2.44,9.76,90.24,0.00,9.76,41.46,48.78,1.00,18.35,16.39,17.90,81.65,83.61,82.10,21.43,N/D,14.29,N/D,
11-01-1501-45,CENTRO EDUCATIVO 'JUAN PABLO II',7A. CALLE 4-47 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,2.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,0.00,100.00,0.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,0.00,N/D,0.00,N/D,
11-01-1502-45,CENTRO EDUCATIVO 'JUAN PABLO II',7A. CALLE 4-47 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,4.00,25.00,75.00,0.00,25.00,0.00,75.00,3.00,14.58,8.12,12.90,85.42,91.88,87.10,50.00,0.00,50.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,8.33,N/D,29.17,N/D,
11-01-1514-45,COLEGIO TECNOLOGICO 'SANTA MARIA',4A. AVENIDA 4-58 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,10.00,90.00,10.00,50.00,40.00,10.00,0.00,9.00,14.58,8.12,12.90,85.42,91.88,87.10,40.00,60.00,0.00,80.00,20.00,20.00,60.00,20.00,0.00,8.00,18.35,16.39,17.90,81.65,83.61,82.10,28.57,N/D,57.14,N/D,
11-02-0003-45,INEB,CANTON PUCA,Retalhuleu,SAN SEBASTIAN,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,36.00,11.43,88.57,2.86,8.57,34.29,54.29,1.00,14.58,8.12,5.47,85.42,91.88,94.53,80.56,16.67,2.78,16.67,83.33,0.00,16.67,22.22,61.11,2.00,18.35,16.39,15.06,81.65,83.61,84.94,N/D,N/D,N/D,N/D,REGULAR
11-02-0010-45,CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS,EOUM NO. 1,Retalhuleu,SAN SEBASTIAN,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,21.00,0.00,100.00,0.00,0.00,23.81,76.19,0.00,14.58,8.12,5.47,85.42,91.88,94.53,66.67,23.81,9.52,19.05,80.95,0.00,19.05,19.05,61.90,2.00,18.35,16.39,15.06,81.65,83.61,84.94,N/D,N/D,N/D,N/D,
11-02-0012-45,CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS,EOUM NO. 1,Retalhuleu,SAN SEBASTIAN,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,28.00,3.57,96.43,3.57,0.00,25.00,71.43,0.00,14.58,8.12,5.47,85.42,91.88,94.53,67.86,25.00,7.14,7.14,92.86,0.00,7.14,21.43,71.43,1.00,18.35,16.39,15.06,81.65,83.61,84.94,N/D,N/D,N/D,N/D,
11-02-0014-45,INEB,AVENIDA CENTRAL,Retalhuleu,SAN SEBASTIAN,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,31.00,3.23,96.77,3.23,0.00,32.26,64.52,0.00,14.58,8.12,5.47,85.42,91.88,94.53,77.42,12.90,9.68,16.13,83.87,0.00,16.13,38.71,45.16,2.00,18.35,16.39,15.06,81.65,83.61,84.94,N/D,N/D,N/D,N/D,REGULAR
11-02-0095-45,IEBC DE ENSEÑANZA,AVENIDA CENTRAL,Retalhuleu,SAN SEBASTIAN,COOPERATIVA,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,62.00,6.45,93.55,0.00,6.45,24.19,69.35,1.00,14.58,8.12,5.47,85.42,91.88,94.53,66.10,30.51,3.39,12.90,87.10,0.00,12.90,33.87,53.23,1.00,18.35,16.39,15.06,81.65,83.61,84.94,7.58,0.00,18.18,4.55,
11-02-0096-45,IEBC 'SAN LUIS',ALDEA SAN LUIS,Retalhuleu,SAN SEBASTIAN,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,118.00,5.93,94.07,0.85,5.08,35.59,58.47,1.00,14.58,8.12,5.47,85.42,91.88,94.53,74.58,22.03,3.39,16.10,83.90,0.00,16.10,42.37,41.53,2.00,18.35,16.39,15.06,81.65,83.61,84.94,9.32,8.51,16.10,10.20,
11-02-1157-45,INEB DE TELESECUNDARIA,SAN LUIS,Retalhuleu,SAN SEBASTIAN,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,47.00,2.13,97.87,0.00,2.13,34.04,63.83,0.00,14.58,8.12,5.47,85.42,91.88,94.53,80.85,12.77,6.38,21.28,78.72,0.00,21.28,36.17,42.55,2.00,18.35,16.39,15.06,81.65,83.61,84.94,0.00,33.33,10.71,33.33,TELESECUNDARIA
11-02-1212-45,INEB DE TELESECUNDARIA,CANTON OCOSITO,Retalhuleu,SAN SEBASTIAN,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,30.00,6.67,93.33,3.33,3.33,20.00,73.33,1.00,14.58,8.12,5.47,85.42,91.88,94.53,68.97,20.69,10.34,3.33,96.67,0.00,3.33,26.67,70.00,0.00,18.35,16.39,15.06,81.65,83.61,84.94,8.33,0.00,11.11,0.00,TELESECUNDARIA
11-02-1229-45,IPMB TECNICO INDUSTRIAL 'RETALTECO',FINAL CALZADA LAS PALMAS,Retalhuleu,SAN SEBASTIAN,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,12.00,8.33,91.67,8.33,0.00,25.00,66.67,1.00,14.58,8.12,5.47,85.42,91.88,94.53,66.67,33.33,0.00,25.00,75.00,0.00,25.00,58.33,16.67,3.00,18.35,16.39,15.06,81.65,83.61,84.94,14.29,30.00,23.81,30.00,
11-03-0005-45,INEB,SANTA CRUZ MULUA,Retalhuleu,SANTA CRUZ MULUA,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,37.00,8.11,91.89,2.70,5.41,29.73,62.16,1.00,14.58,8.12,4.49,85.42,91.88,95.51,70.27,27.03,2.70,13.51,86.49,0.00,13.51,24.32,62.16,1.00,18.35,16.39,12.18,81.65,83.61,87.82,7.14,N/D,13.33,N/D,REGULAR
11-03-0006-45,INEB DE TELESECUNDARIA,CANTON ASINTAL,Retalhuleu,SANTA CRUZ MULUA,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,12.00,16.67,83.33,0.00,16.67,16.67,66.67,2.00,14.58,8.12,4.49,85.42,91.88,95.51,41.67,58.33,0.00,0.00,100.00,0.00,0.00,25.00,75.00,0.00,18.35,16.39,12.18,81.65,83.61,87.82,N/D,N/D,N/D,N/D,TELESECUNDARIA
11-03-0007-45,INEB DE TELESECUNDARIA,CANTON SAN ANTONIO EL MANGAL,Retalhuleu,SANTA CRUZ MULUA,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,9.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,8.12,4.49,85.42,91.88,95.51,77.78,0.00,22.22,0.00,100.00,0.00,0.00,11.11,88.89,0.00,18.35,16.39,12.18,81.65,83.61,87.82,N/D,N/D,N/D,N/D,TELESECUNDARIA
11-03-0012-45,INEB DE TELESECUNDARIA,CANTON SIGLO II,Retalhuleu,SANTA CRUZ MULUA,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,12.00,8.33,91.67,8.33,0.00,8.33,83.33,1.00,14.58,8.12,4.49,85.42,91.88,95.51,16.67,41.67,41.67,8.33,91.67,0.00,8.33,41.67,50.00,1.00,18.35,16.39,12.18,81.65,83.61,87.82,N/D,N/D,N/D,N/D,TELESECUNDARIA
11-03-0015-45,INEB DE TELESECUNDARIA,CANTÓN SIGLO I,Retalhuleu,SANTA CRUZ MULUA,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,23.00,4.35,95.65,0.00,4.35,21.74,73.91,0.00,14.58,8.12,4.49,85.42,91.88,95.51,56.52,39.13,4.35,4.35,95.65,0.00,4.35,26.09,69.57,0.00,18.35,16.39,12.18,81.65,83.61,87.82,N/D,N/D,N/D,N/D,TELESECUNDARIA
11-03-0019-45,INSTITUTO DE EDUCACION BASICA MUNICIPAL,ALDEA LA LOLITA,Retalhuleu,SANTA CRUZ MULUA,MUNICIPAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,16.00,0.00,100.00,0.00,0.00,31.25,68.75,0.00,14.58,8.12,4.49,85.42,91.88,95.51,81.25,18.75,0.00,18.75,81.25,0.00,18.75,43.75,37.50,2.00,18.35,16.39,12.18,81.65,83.61,87.82,N/D,N/D,N/D,N/D,
11-03-0107-45,IEBC DE ENSEÑANZA,,Retalhuleu,SANTA CRUZ MULUA,COOPERATIVA,URBANA,DIARIO(REGULAR),NOCTURNA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,13.00,0.00,100.00,0.00,0.00,23.08,76.92,0.00,14.58,8.12,4.49,85.42,91.88,95.51,92.31,7.69,0.00,15.38,84.62,0.00,15.38,15.38,69.23,2.00,18.35,16.39,12.18,81.65,83.61,87.82,2.27,8.33,22.73,25.00,
11-03-0962-45,INEB DE TELESECUNDARIA,FINCA LOS BRILLANTES,Retalhuleu,SANTA CRUZ MULUA,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,14.00,0.00,100.00,0.00,0.00,35.71,64.29,0.00,14.58,8.12,4.49,85.42,91.88,95.51,64.29,35.71,0.00,14.29,85.71,0.00,14.29,35.71,50.00,1.00,18.35,16.39,12.18,81.65,83.61,87.82,4.55,5.88,22.73,9.80,TELESECUNDARIA
11-03-1183-45,IEBC DE ENSEÑANZA,ALDEA SAN VICENTE BOXOMA,Retalhuleu,SANTA CRUZ MULUA,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,20.00,0.00,100.00,0.00,0.00,35.00,65.00,0.00,14.58,8.12,4.49,85.42,91.88,95.51,77.78,22.22,0.00,25.00,75.00,5.00,20.00,40.00,35.00,3.00,18.35,16.39,12.18,81.65,83.61,87.82,8.00,8.70,22.22,17.39,
11-04-0010-45,INEB,COMUNIDAD ARMENIA ORTIZ,Retalhuleu,SAN MARTIN ZAPOTITLAN,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,43.00,2.33,97.67,0.00,2.33,34.88,62.79,0.00,14.58,8.12,1.14,85.42,91.88,98.86,72.09,20.93,6.98,11.63,88.37,0.00,11.63,44.19,44.19,1.00,18.35,16.39,7.43,81.65,83.61,92.57,N/D,N/D,N/D,N/D,REGULAR
11-04-0013-45,INSTITUTO MUNICIPAL DE EDUCACION BASICA POR MADUREZ,SAN MARTIN ZAPOTITLAN,Retalhuleu,SAN MARTIN ZAPOTITLAN,MUNICIPAL,RURAL,SABATINO,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,106.00,0.94,99.06,0.00,0.94,21.70,77.36,0.00,14.58,8.12,1.14,85.42,91.88,98.86,80.00,12.38,7.62,5.66,94.34,0.00,5.66,23.58,70.75,1.00,18.35,16.39,7.43,81.65,83.61,92.57,N/D,N/D,N/D,N/D,
11-04-0115-45,IEBC 'TINECO',"0 AVENIDA 2-02, ZONA 1",Retalhuleu,SAN MARTIN ZAPOTITLAN,COOPERATIVA,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,15.00,0.00,100.00,0.00,0.00,20.00,80.00,0.00,14.58,8.12,1.14,85.42,91.88,98.86,40.00,53.33,6.67,13.33,86.67,0.00,13.33,33.33,53.33,1.00,18.35,16.39,7.43,81.65,83.61,92.57,0.00,5.88,20.69,29.17,
11-04-1429-45,CENTRO DE ESTUDIOS INTEGRALES,3A. AVENIDA 1-45 ZONA 1,Retalhuleu,SAN MARTIN ZAPOTITLAN,PRIVADO,URBANA,SABATINO,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,9.00,0.00,100.00,0.00,0.00,22.22,77.78,0.00,14.58,8.12,1.14,85.42,91.88,98.86,66.67,22.22,11.11,0.00,100.00,0.00,0.00,22.22,77.78,0.00,18.35,16.39,7.43,81.65,83.61,92.57,0.00,0.00,0.00,0.00,
11-04-1488-45,CENTRO DE ESTUDIOS INTEGRALES,2A. AVENIDA 3-50 ZONA 1,Retalhuleu,SAN MARTIN ZAPOTITLAN,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,2.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,8.12,1.14,85.42,91.88,98.86,100.00,0.00,0.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,18.35,16.39,7.43,81.65,83.61,92.57,0.00,N/D,16.67,N/D,
