VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR104,VAR105,VAR106,VAR107,VAR108,VAR109,VAR110,VAR111,VAR112,VAR113,VAR114,VAR115,VAR116,VAR117
13-05-0043-46,Colegio Mixto Chaculense Connie Vanderhyden,"Colonia Nueva Esperanza, Chaculá",Huehuetenango,Nentón,Privado,Rural,Diario (Regular),Vespertina,6,N/D,N/D,N/D,N/D,N/D,50.00,16.67,33.33,50.00,16.67,33.33,32.32,28.60,22.86,53.90,54.52,43.89,52.25,52.60,42.92,49.35,50.37,42.74,60.42,57.69,47.92,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,50.00,50.00,9.01,6.90,3.81,37.24,41.75,32.23,36.16,41.31,30.79,35.80,40.22,29.02,36.27,38.46,35.56,33.33,66.67,0.00,0.00,0.00,0.00,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00,100.00,33.33,0.00,17.50,50.00,50.00,0.00,0.00,0.00,66.67,0.00,0.00,0.00,33.33,1.50,2.20,100.00,1.17,0.00,25.00,75.00,0.00,0.00,0.00,0.00,0.00,33.33,66.67,0.00,0.00,0.00,0,0,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
13-06-0052-46,Liceo Tecnológico Flor Del Cafe,Aldea Rio Ocho,Huehuetenango,San Pedro Necta,Privado,Urbana,Diario (Regular),Vespertina,3,N/D,N/D,N/D,0.00,0.00,0.00,0.00,0.00,100.00,33.33,66.67,32.32,28.60,13.85,53.90,54.52,43.89,52.25,52.60,42.92,43.75,47.90,40.19,43.75,43.59,33.33,N/D,N/D,N/D,0.00,0.00,0.00,0.00,0.00,100.00,33.33,66.67,9.01,6.90,6.56,37.24,41.75,32.23,36.16,41.31,30.79,36.70,41.42,30.56,31.37,30.77,35.56,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,33.33,18.00,33.33,33.33,0.00,0.00,33.33,33.33,0.00,0.00,0.00,66.67,2.00,4.00,100.00,3.67,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,0.00,0.00,33.33,1,1,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
13-06-0055-46,Instituto Nacional De Educación Diversificada,Aldea El Tzalay,Huehuetenango,San Pedro Necta,Oficial,Rural,Diario (Regular),Vespertina,5,N/D,N/D,N/D,0.00,0.00,20.00,20.00,0.00,80.00,40.00,40.00,32.32,28.60,13.85,53.90,54.52,43.89,52.25,52.60,42.92,43.75,47.90,40.19,45.00,55.38,32.50,N/D,N/D,N/D,0.00,0.00,0.00,0.00,0.00,100.00,60.00,40.00,9.01,6.90,6.56,37.24,41.75,32.23,36.16,41.31,30.79,36.70,41.42,30.56,31.76,43.08,40.00,20.00,80.00,0.00,0.00,0.00,0.00,0.00,20.00,80.00,0.00,0.00,0.00,0.00,0.00,80.00,20.00,40.00,17.60,100.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,40.00,0.67,4.50,100.00,1.00,40.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,60.00,0.00,0.00,0,0,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
13-06-5758-46,Colegio Evangelico Mixto Getsemani,,Huehuetenango,San Pedro Necta,Privado,Urbana,Diario (Regular),Vespertina,57,4.76,7.69,10.00,0.00,8.22,22.81,14.04,8.77,77.19,28.07,49.12,32.32,28.60,13.85,53.90,54.52,43.89,52.25,52.60,42.92,43.75,47.90,40.19,47.15,50.94,39.47,4.76,0.00,0.00,0.00,8.22,12.28,5.26,7.02,87.72,50.88,36.84,9.01,6.90,6.56,37.24,41.75,32.23,36.16,41.31,30.79,36.70,41.42,30.56,41.90,49.12,35.91,75.44,24.56,0.00,0.00,0.00,0.00,0.00,66.67,33.33,0.00,0.00,0.00,0.00,0.00,96.49,23.21,19.64,17.68,40.35,19.30,17.54,5.26,17.54,54.39,3.51,7.02,10.53,24.56,1.02,1.83,98.21,1.98,3.51,1.75,5.26,84.21,3.51,1.75,0.00,0.00,5.36,78.57,14.29,0.00,1.79,1,1,1.89,0.00,1.89,90.57,3.77,1.89,0.00,0.00
13-06-6072-46,Instituto Privado Mixto Sampedrano,,Huehuetenango,San Pedro Necta,Privado,Urbana,Diario (Regular),Vespertina,36,1.85,3.53,1.61,7.08,0.00,8.33,0.00,8.33,91.67,36.11,55.56,32.32,28.60,13.85,53.90,54.52,43.89,52.25,52.60,42.92,43.75,47.90,40.19,38.72,46.15,42.01,1.85,1.19,0.00,7.96,0.00,0.00,0.00,0.00,100.00,16.67,83.33,9.01,6.90,6.56,37.24,41.75,32.23,36.16,41.31,30.79,36.70,41.42,30.56,33.01,34.62,21.67,75.00,25.00,0.00,0.00,0.00,0.00,0.00,75.00,25.00,0.00,0.00,0.00,0.00,0.00,94.12,36.11,36.11,18.50,36.11,2.78,16.67,8.34,36.11,47.22,8.33,11.11,0.00,33.33,1.00,1.17,97.14,1.17,32.00,36.00,28.00,0.00,4.00,0.00,0.00,0.00,5.56,72.22,16.67,5.56,0.00,0,1,18.52,33.33,48.15,0.00,0.00,0.00,0.00,0.00
13-06-7127-46,Colegio Integral Empresarial Sampedrano Por Madurez,Cabecera Municipal,Huehuetenango,San Pedro Necta,Privado,Urbana,Fin De Semana,Doble,29,0.00,0.00,3.13,3.51,0.00,3.45,3.45,0.00,96.55,31.03,65.52,32.32,28.60,13.85,53.90,54.52,43.89,52.25,52.60,42.92,43.75,47.90,40.19,43.10,43.24,41.38,0.00,0.00,3.13,0.00,0.00,3.45,0.00,3.45,96.55,24.14,72.41,9.01,6.90,6.56,37.24,41.75,32.23,36.16,41.31,30.79,36.70,41.42,30.56,32.45,35.54,28.97,51.72,27.59,0.00,0.00,0.00,0.00,20.69,68.97,31.03,0.00,0.00,0.00,0.00,0.00,93.10,39.29,58.62,19.86,37.93,17.24,6.90,0.00,37.93,34.48,3.45,3.45,3.45,55.17,1.55,1.06,100.00,1.83,14.29,17.86,25.00,0.00,17.86,21.43,0.00,3.57,31.03,31.03,31.03,3.45,3.45,1,1,3.57,10.71,25.00,7.14,17.86,21.43,7.14,7.14
13-07-0016-46,Instituto Nacional De Educación Diversificada,Cabecera Municipal,Huehuetenango,Jacaltenango,Oficial,Urbana,Diario (Regular),Vespertina,45,14.89,13.46,13.04,19.48,18.75,17.78,8.89,8.89,82.22,28.89,53.33,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,44.72,51.03,38.33,4.26,3.85,2.17,2.60,2.08,6.67,4.44,2.22,93.33,44.44,48.89,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,38.69,44.44,34.96,88.89,8.89,2.22,0.00,0.00,0.00,0.00,53.33,46.67,0.00,0.00,0.00,0.00,0.00,88.89,44.44,37.21,19.49,66.67,8.89,4.44,4.44,15.56,66.67,2.22,4.44,0.00,26.67,1.67,2.31,100.00,0.77,50.00,15.63,28.13,3.13,3.13,0.00,0.00,0.00,15.56,66.67,17.78,0.00,0.00,0,1,0.00,15.91,79.55,4.55,0.00,0.00,0.00,0.00
13-07-0027-46,Liceo Mixto Privado Camposeco,Canton El Llano,Huehuetenango,Jacaltenango,Privado,Urbana,Diario (Regular),Matutina,140,N/D,21.74,18.87,18.63,13.10,30.00,17.14,12.86,70.00,37.14,32.86,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,51.88,54.59,43.84,N/D,4.35,1.89,3.92,7.59,4.29,1.43,2.86,95.71,32.14,63.57,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,33.15,41.15,30.67,85.71,12.86,0.71,0.71,0.00,0.00,0.00,52.86,47.14,0.00,0.00,0.00,0.00,0.00,94.96,33.81,10.14,18.15,60.71,10.71,5.71,5.71,17.14,64.29,7.14,2.86,4.29,21.43,0.90,2.33,94.96,1.94,5.68,14.77,37.50,40.91,0.00,1.14,0.00,0.00,20.14,53.24,21.58,2.16,2.88,0,1,2.97,7.92,40.59,47.52,0.00,0.99,0.00,0.00
13-07-0029-46,Liceo Mixto Privado Camposeco,Canton El Llano,Huehuetenango,Jacaltenango,Privado,Urbana,Fin De Semana,Doble,25,0.00,16.67,0.00,8.33,4.55,12.00,8.00,4.00,88.00,40.00,48.00,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,48.75,48.00,30.50,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,100.00,36.00,64.00,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,45.20,38.67,37.08,92.00,8.00,0.00,0.00,0.00,0.00,0.00,56.00,44.00,0.00,0.00,0.00,0.00,0.00,100.00,29.17,45.83,20.72,56.00,4.00,8.00,0.00,32.00,52.00,0.00,4.00,0.00,44.00,0.96,2.18,91.67,0.79,41.18,23.53,17.65,11.76,5.88,0.00,0.00,0.00,16.00,60.00,16.00,4.00,4.00,0,1,5.26,5.26,21.05,36.84,31.58,0.00,0.00,0.00
13-07-0041-46,Instituto Mixto Comunitario De Educación Bilingüe Intercultura La Asunción,Aldea Tzisbaj,Huehuetenango,Jacaltenango,Privado,Rural,Diario (Regular),Vespertina,4,N/D,N/D,N/D,0.00,0.00,50.00,0.00,50.00,50.00,50.00,0.00,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,71.88,55.77,50.00,N/D,N/D,N/D,0.00,0.00,0.00,0.00,0.00,100.00,25.00,75.00,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,29.41,34.62,26.67,100.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,100.00,25.00,50.00,18.75,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,1.33,3.50,100.00,4.00,0.00,0.00,75.00,25.00,0.00,0.00,0.00,0.00,25.00,75.00,0.00,0.00,0.00,0,1,0.00,0.00,75.00,25.00,0.00,0.00,0.00,0.00
13-07-0043-46,Instituto Mixto Comunitario De Educación Bilingüe Intercultural Al Despertar,San Marcos Huista,Huehuetenango,Jacaltenango,Privado,Rural,Diario (Regular),Vespertina,2,N/D,N/D,N/D,N/D,N/D,50.00,50.00,0.00,50.00,0.00,50.00,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,50.00,63.46,31.25,N/D,N/D,N/D,N/D,N/D,50.00,50.00,0.00,50.00,50.00,0.00,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,61.76,53.85,60.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,50.00,18.00,0.00,50.00,0.00,0.00,50.00,100.00,0.00,0.00,0.00,0.00,1.50,3.00,100.00,1.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
13-07-0045-46,Asociación De Maestros De Educación Rural De Guatemala (Amerg),Aldea Chejbal,Huehuetenango,Jacaltenango,Privado,Rural,Diario (Regular),Vespertina,14,N/D,N/D,N/D,N/D,0.00,21.43,7.14,14.29,78.57,35.71,42.86,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,52.23,52.20,37.50,N/D,N/D,N/D,N/D,0.00,0.00,0.00,0.00,100.00,21.43,78.57,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,31.09,38.46,17.62,92.86,7.14,0.00,0.00,0.00,0.00,0.00,85.71,14.29,0.00,0.00,0.00,0.00,0.00,92.86,28.57,28.57,18.36,71.43,7.14,0.00,0.00,21.43,78.57,7.14,7.14,0.00,7.14,0.10,1.79,78.57,0.93,25.00,25.00,37.50,12.50,0.00,0.00,0.00,0.00,50.00,42.86,7.14,0.00,0.00,1,1,0.00,0.00,83.33,0.00,0.00,16.67,0.00,0.00
13-07-0048-46,Insituto Mixto Comunitario De Educación Bilingüe Intercultural Q´Anil,Aldea El Limonar,Huehuetenango,Jacaltenango,Privado,Rural,Diario (Regular),Vespertina,6,N/D,N/D,N/D,N/D,N/D,33.33,16.67,16.67,66.67,50.00,16.67,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,50.00,60.26,64.58,N/D,N/D,N/D,N/D,N/D,16.67,0.00,16.67,83.33,0.00,83.33,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,32.35,39.74,24.44,100.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,83.33,0.00,0.00,0.00,0.00,0.00,83.33,66.67,0.00,18.17,83.33,0.00,0.00,16.67,0.00,50.00,33.33,0.00,0.00,16.67,1.17,1.00,100.00,3.67,0.00,20.00,80.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,33.33,0.00,0.00,1,1,0.00,16.67,83.33,0.00,0.00,0.00,0.00,0.00
13-07-0049-46,Instituto Mixto La Laguna De Las Flores,Aldea La Laguna,Huehuetenango,Jacaltenango,Privado,Rural,Diario (Regular),Vespertina,6,N/D,N/D,N/D,N/D,11.11,16.67,0.00,16.67,83.33,50.00,33.33,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,41.67,52.56,39.58,N/D,N/D,N/D,N/D,0.00,16.67,0.00,16.67,83.33,33.33,50.00,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,41.18,37.18,32.22,100.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00,100.00,16.67,0.00,17.17,50.00,16.67,16.67,0.00,16.67,100.00,0.00,0.00,0.00,0.00,1.50,2.67,100.00,1.83,20.00,20.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0,0,0.00,0.00,16.67,83.33,0.00,0.00,0.00,0.00
13-07-0053-46,Colegio Privado Mixto San José Tzisbaj,Aldea Tzisbaj,Huehuetenango,Jacaltenango,Privado,Rural,Diario (Regular),Vespertina,24,N/D,N/D,N/D,N/D,0.00,29.17,16.67,12.50,70.83,45.83,25.00,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,54.17,57.85,35.94,N/D,N/D,N/D,N/D,0.00,0.00,0.00,0.00,100.00,25.00,75.00,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,34.07,41.03,27.22,95.83,0.00,0.00,0.00,0.00,0.00,4.17,95.83,4.17,0.00,0.00,0.00,0.00,0.00,100.00,29.17,22.73,18.21,79.17,4.17,4.17,12.50,0.00,87.50,0.00,4.17,0.00,8.33,1.23,2.55,95.83,1.63,13.33,26.67,60.00,0.00,0.00,0.00,0.00,0.00,45.83,45.83,4.17,4.17,0.00,0,1,0.00,14.29,71.43,14.29,0.00,0.00,0.00,0.00
13-07-0054-46,Liceo Privado Mixto Intercultural De Occidente,Aldea Buxup,Huehuetenango,Jacaltenango,Privado,Rural,Diario (Regular),Vespertina,4,N/D,N/D,N/D,N/D,N/D,75.00,50.00,25.00,25.00,0.00,25.00,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,62.50,60.58,62.50,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,25.00,75.00,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,35.29,38.46,23.33,25.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,17.75,25.00,25.00,25.00,25.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,1.67,75.00,2.50,0.00,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00,75.00,25.00,0.00,0.00,0,0,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
13-07-0055-46,Instituto Privado Mixto Diversificado Jacaltenango,Cantón San Sebastián,Huehuetenango,Jacaltenango,Privado,Urbana,Diario (Regular),Vespertina,13,N/D,N/D,N/D,N/D,N/D,7.69,0.00,7.69,92.31,23.08,69.23,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,40.38,44.67,43.27,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,7.69,92.31,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,28.05,31.36,16.92,100.00,0.00,0.00,0.00,0.00,0.00,0.00,76.92,23.08,0.00,0.00,0.00,0.00,0.00,92.31,38.46,0.00,18.08,76.92,0.00,0.00,7.69,15.38,69.23,7.69,0.00,0.00,23.08,1.00,1.40,92.31,3.77,0.00,7.69,69.23,23.08,0.00,0.00,0.00,0.00,38.46,53.85,7.69,0.00,0.00,0,1,0.00,0.00,92.31,7.69,0.00,0.00,0.00,0.00
13-07-0056-46,Instituto Privado Mixto Diversificado Jacaltenango,Cantón San Sebastián,Huehuetenango,Jacaltenango,Privado,Rural,Diario (Regular),Doble,9,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,77.78,22.22,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,51.39,52.14,31.94,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,33.33,66.67,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,32.68,41.88,28.15,100.00,0.00,0.00,0.00,0.00,0.00,0.00,55.56,44.44,0.00,0.00,0.00,0.00,0.00,100.00,55.56,33.33,17.89,77.78,0.00,11.11,0.00,11.11,88.89,0.00,0.00,0.00,11.11,1.00,1.14,88.89,1.33,14.29,28.57,28.57,28.57,0.00,0.00,0.00,0.00,55.56,33.33,11.11,0.00,0.00,0,1,0.00,0.00,55.56,44.44,0.00,0.00,0.00,0.00
13-07-6385-46,Instituto Privado Mixto Diversificado Jacaltenango,,Huehuetenango,Jacaltenango,Privado,Urbana,Diario (Regular),Matutina,63,17.24,20.57,29.93,13.04,21.30,39.68,20.63,19.05,60.32,42.86,17.46,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,58.33,58.61,41.87,6.21,4.00,10.20,11.07,6.48,11.11,3.17,7.94,88.89,33.33,55.56,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,38.38,44.32,30.48,98.41,1.59,0.00,0.00,0.00,0.00,0.00,60.32,39.68,0.00,0.00,0.00,0.00,0.00,90.48,20.63,15.87,18.52,63.49,4.76,11.11,11.11,9.52,53.97,11.11,0.00,7.94,26.98,1.06,2.02,84.13,2.08,0.00,0.00,13.16,86.84,0.00,0.00,0.00,0.00,46.03,49.21,3.17,1.59,0.00,0,1,4.88,0.00,21.95,73.17,0.00,0.00,0.00,0.00
13-07-6871-46,Liceo Mixto Privado Camposeco,,Huehuetenango,Jacaltenango,Privado,Urbana,Diario (Regular),Vespertina,40,23.53,32.00,11.11,11.69,23.26,32.50,15.00,17.50,67.50,10.00,57.50,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,52.03,49.71,35.94,11.76,12.00,7.41,5.19,17.44,7.50,2.50,5.00,92.50,37.50,55.00,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,35.59,41.92,31.67,77.50,20.00,0.00,0.00,0.00,0.00,2.50,32.50,67.50,0.00,0.00,0.00,0.00,0.00,85.00,30.77,17.50,18.73,75.00,5.00,10.00,7.50,2.50,60.00,10.00,12.50,2.50,15.00,2.11,2.06,97.37,2.30,16.67,10.00,30.00,43.33,0.00,0.00,0.00,0.00,20.00,45.00,27.50,5.00,2.50,0,1,2.56,0.00,38.46,58.97,0.00,0.00,0.00,0.00
13-07-6872-46,Liceo Mixto Privado Camposeco,Canton Llano,Huehuetenango,Jacaltenango,Privado,Urbana,Fin De Semana,Doble,40,12.20,16.36,4.08,3.92,7.50,15.00,5.00,10.00,85.00,22.50,62.50,32.32,28.60,26.90,53.90,54.52,43.89,52.25,52.60,42.92,51.58,53.24,39.97,49.53,47.50,32.81,2.44,3.64,0.00,0.00,25.00,10.00,2.50,7.50,90.00,27.50,62.50,9.01,6.90,6.02,37.24,41.75,32.23,36.16,41.31,30.79,35.59,40.90,30.47,34.85,35.58,31.00,85.00,15.00,0.00,0.00,0.00,0.00,0.00,62.50,37.50,0.00,0.00,0.00,0.00,0.00,95.00,46.15,68.42,20.88,72.50,2.50,5.00,2.50,17.50,65.00,7.50,0.00,2.50,25.00,0.97,2.18,91.67,0.95,5.26,5.26,5.26,23.68,60.53,0.00,0.00,0.00,32.50,52.50,10.00,0.00,5.00,0,1,2.50,0.00,5.00,30.00,57.50,5.00,0.00,0.00
13-08-0042-46,Colegio Juan Jacobo Rousseau,"Barrio Esquipulas, Zona 6",Huehuetenango,San Pedro Soloma,Privado,Urbana,Diario (Regular),Vespertina,58,N/D,N/D,23.68,9.33,9.30,22.41,8.62,13.79,77.59,32.76,44.83,32.32,28.60,22.44,53.90,54.52,43.89,52.25,52.60,42.92,49.82,48.24,39.39,46.44,48.34,47.41,N/D,N/D,1.32,0.00,0.00,8.62,3.45,5.17,91.38,25.86,65.52,9.01,6.90,3.96,37.24,41.75,32.23,36.16,41.31,30.79,33.92,40.43,29.06,37.32,39.92,30.92,89.66,8.62,0.00,0.00,1.72,0.00,0.00,62.07,17.24,0.00,0.00,0.00,20.69,0.00,100.00,58.62,30.36,19.28,62.07,6.90,10.34,0.00,20.69,46.55,5.17,3.45,0.00,44.83,1.36,1.74,100.00,1.17,21.62,29.73,35.14,5.41,5.41,2.70,0.00,0.00,13.79,60.34,22.41,1.72,1.72,1,1,2.08,18.75,45.83,18.75,10.42,4.17,0.00,0.00
13-08-0045-46,Instituto Particular Mixto Intercultural Ciencia Y Desarrollo,"Barrio Esquipulas, Zona 6",Huehuetenango,San Pedro Soloma,Privado,Urbana,Fin De Semana,Doble,14,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,28.57,71.43,32.32,28.60,22.44,53.90,54.52,43.89,52.25,52.60,42.92,49.82,48.24,39.39,46.88,43.13,22.32,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,42.86,57.14,9.01,6.90,3.96,37.24,41.75,32.23,36.16,41.31,30.79,33.92,40.43,29.06,34.87,40.66,20.95,92.86,7.14,0.00,0.00,0.00,0.00,0.00,78.57,21.43,0.00,0.00,0.00,0.00,0.00,92.86,46.15,75.00,22.86,71.43,7.14,0.00,0.00,21.43,64.29,0.00,7.14,0.00,28.57,1.64,2.10,100.00,0.14,0.00,50.00,0.00,0.00,50.00,0.00,0.00,0.00,7.14,35.71,50.00,7.14,0.00,1,1,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00
13-08-0046-46,Instituto Normal Mixto Privado,"Barrio El Carmen, Zona 2",Huehuetenango,San Pedro Soloma,Privado,Urbana,Diario (Regular),Vespertina,58,N/D,N/D,N/D,N/D,23.08,37.93,24.14,13.79,62.07,27.59,34.48,32.32,28.60,22.44,53.90,54.52,43.89,52.25,52.60,42.92,49.82,48.24,39.39,58.08,53.38,47.63,N/D,N/D,N/D,N/D,2.56,5.17,0.00,5.17,94.82,34.48,60.34,9.01,6.90,3.96,37.24,41.75,32.23,36.16,41.31,30.79,33.92,40.43,29.06,34.18,45.76,31.26,89.66,10.34,0.00,0.00,0.00,0.00,0.00,75.86,24.14,0.00,0.00,0.00,0.00,0.00,100.00,39.29,12.73,17.93,68.97,0.00,13.79,1.72,15.52,58.62,5.17,8.62,1.72,25.86,0.94,2.00,96.55,1.60,24.24,30.30,39.39,3.03,3.03,0.00,0.00,0.00,20.69,68.97,8.62,1.72,0.00,0,1,0.00,18.75,75.00,4.17,0.00,0.00,0.00,2.08
13-08-0047-46,Instituto Particular Mixto Intercultural Ciencia Y Desarrollo,Barrio Esquipulas Zona 6,Huehuetenango,San Pedro Soloma,Privado,Urbana,Fin De Semana,Doble,5,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,20.00,80.00,32.32,28.60,22.44,53.90,54.52,43.89,52.25,52.60,42.92,49.82,48.24,39.39,40.00,33.85,32.50,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,0.00,100.00,9.01,6.90,3.96,37.24,41.75,32.23,36.16,41.31,30.79,33.92,40.43,29.06,22.00,40.00,26.92,80.00,20.00,0.00,0.00,0.00,0.00,0.00,80.00,20.00,0.00,0.00,0.00,0.00,0.00,80.00,40.00,60.00,22.20,60.00,0.00,0.00,0.00,40.00,60.00,0.00,0.00,0.00,40.00,1.00,2.00,80.00,2.80,0.00,40.00,20.00,0.00,40.00,0.00,0.00,0.00,20.00,40.00,20.00,0.00,20.00,1,1,33.33,0.00,0.00,0.00,66.67,0.00,0.00,0.00
13-08-0053-46,Instituto Particular Mixto Intercultural Ciencia Y Desarrollo,Barrio Escuipulas,Huehuetenango,San Pedro Soloma,Privado,Urbana,Diario (Regular),Matutina,5,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,20.00,80.00,32.32,28.60,22.44,53.90,54.52,43.89,52.25,52.60,42.92,49.82,48.24,39.39,33.75,40.00,42.50,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,20.00,80.00,9.01,6.90,3.96,37.24,41.75,32.23,36.16,41.31,30.79,33.92,40.43,29.06,38.00,26.67,35.38,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,40.00,0.00,18.40,80.00,0.00,0.00,0.00,20.00,40.00,0.00,0.00,0.00,60.00,2.20,1.80,100.00,1.40,66.67,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,80.00,0.00,20.00,0.00,1,1,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
